Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph,travel_time_minutes,adjusted_speed,adjusted_travel_time,start_zone,end_zone,zone
TRIP_03680,Mayur Vihar,Janakpuri,20.24,Morning Peak,Weekday,Clear,Very High,Highway,20.5,58.0,17.425,69.69296987087517,Other,West,Other
TRIP_03681,Noida Sector 18,Dwarka,27.45,Afternoon,Weekday,Fog,High,Inner Road,7.7,252.5,6.545,251.64247517188693,Other,West,Other
TRIP_03682,AIIMS,Nehru Place,4.68,Night,Weekday,Clear,Low,Main Road,52.0,5.6,44.199999999999996,6.352941176470588,Other,Other,Other
TRIP_03683,Connaught Place,Model Town,9.58,Night,Weekday,Clear,Medium,Main Road,35.8,16.2,30.429999999999996,18.889254025632603,Central,North,Central Delhi
TRIP_03684,Karol Bagh,Okhla,15.59,Afternoon,Weekday,Clear,High,Main Road,27.3,35.6,23.205,40.31027795733679,Central,Other,Central Delhi
TRIP_03685,IGI Airport,Model Town,19.83,Afternoon,Weekday,Clear,High,Highway,44.5,26.3,37.824999999999996,31.455386649041635,Other,North,Other
TRIP_03686,Janakpuri,Noida Sector 18,23.96,Afternoon,Weekday,Rain,Medium,Inner Road,17.5,80.5,14.875,96.64537815126052,West,Other,West Delhi
TRIP_03687,Civil Lines,Noida Sector 18,15.73,Morning Peak,Weekday,Rain,High,Main Road,16.0,61.4,13.6,69.39705882352942,Other,Other,Other
TRIP_03688,Saket,Civil Lines,17.43,Night,Weekday,Clear,Low,Inner Road,25.8,40.1,21.93,47.68809849521204,South,Other,South Delhi
TRIP_03689,Rajouri Garden,Janakpuri,4.38,Evening Peak,Weekend,Fog,High,Inner Road,8.4,30.6,7.14,36.806722689075634,West,West,Other
TRIP_03690,Lajpat Nagar,Mayur Vihar,7.45,Evening Peak,Weekday,Clear,Medium,Main Road,27.6,16.6,23.46,19.053708439897697,Other,Other,Other
TRIP_03691,Preet Vihar,Rajouri Garden,16.6,Morning Peak,Weekday,Heatwave,High,Main Road,16.8,66.8,14.28,69.74789915966387,Other,West,Other
TRIP_03692,Kalkaji,Greater Kailash,2.15,Morning Peak,Weekday,Clear,Very High,Main Road,12.0,11.4,10.2,12.647058823529411,South,South,South Delhi
TRIP_03693,Nehru Place,Punjabi Bagh,17.83,Evening Peak,Weekend,Clear,High,Main Road,27.7,39.8,23.544999999999998,45.43639838606923,Other,West,Other
TRIP_03694,Janakpuri,IGI Airport,7.4,Evening Peak,Weekday,Clear,Very High,Main Road,10.9,42.3,9.265,47.92228818132758,West,Other,West Delhi
TRIP_03695,Rajouri Garden,Greater Kailash,15.57,Evening Peak,Weekday,Clear,Medium,Main Road,41.0,22.3,34.85,26.80631276901004,West,South,Other
TRIP_03696,Noida Sector 18,Mayur Vihar,5.74,Morning Peak,Weekday,Clear,High,Main Road,28.9,12.3,24.564999999999998,14.019947079177694,Other,Other,Other
TRIP_03697,IGI Airport,Noida Sector 18,22.12,Night,Weekday,Clear,Low,Main Road,58.2,23.6,49.47,26.82838083687083,Other,Other,Other
TRIP_03698,Shahdara,Noida Sector 18,12.02,Morning Peak,Weekday,Clear,Very High,Main Road,13.0,56.3,11.049999999999999,65.26696832579186,Other,Other,Other
TRIP_03699,Mayur Vihar,Kalkaji,9.67,Afternoon,Weekday,Clear,High,Inner Road,9.8,60.9,8.33,69.65186074429771,Other,South,Other
TRIP_03700,Civil Lines,Greater Kailash,14.87,Night,Weekday,Clear,Medium,Main Road,43.6,19.9,37.06,24.074473826227738,Other,South,Other
TRIP_03701,Vasant Kunj,Karol Bagh,15.08,Afternoon,Weekday,Clear,Medium,Main Road,42.9,21.3,36.464999999999996,24.81283422459893,South,Central,South Delhi
TRIP_03702,IGI Airport,Shahdara,22.57,Evening Peak,Weekday,Clear,High,Highway,37.3,36.8,31.705,42.71250591389371,Other,Other,Other
TRIP_03703,Dwarka,Kalkaji,21.07,Night,Weekday,Clear,High,Highway,35.8,37.4,30.429999999999996,41.5445284258955,West,South,West Delhi
TRIP_03704,IGI Airport,Lajpat Nagar,13.5,Afternoon,Weekday,Clear,Medium,Main Road,33.8,24.1,28.729999999999997,28.193525931082494,Other,Other,Other
TRIP_03705,Noida Sector 18,Chandni Chowk,12.9,Morning Peak,Weekday,Fog,Very High,Main Road,7.8,114.9,6.63,116.74208144796381,Other,Central,Other
TRIP_03706,Connaught Place,Shahdara,8.44,Morning Peak,Weekday,Clear,Very High,Main Road,11.7,42.9,9.944999999999999,50.92006033182504,Central,Other,Central Delhi
TRIP_03707,Saket,Rohini,29.0,Evening Peak,Weekday,Clear,Very High,Inner Road,7.7,225.6,6.545,265.85179526356,South,North,South Delhi
TRIP_03708,Rohini,Lajpat Nagar,26.64,Afternoon,Weekend,Rain,Low,Main Road,39.7,42.4,33.745000000000005,47.36701733590161,North,Other,North Delhi
TRIP_03709,Hauz Khas,Nehru Place,5.2,Afternoon,Weekday,Heatwave,Low,Main Road,34.2,9.2,29.07,10.732714138286894,Other,Other,Other
TRIP_03710,Saket,Vasant Kunj,4.88,Morning Peak,Weekend,Rain,High,Main Road,18.2,16.2,15.469999999999999,18.926955397543633,South,South,South Delhi
TRIP_03711,Punjabi Bagh,Model Town,7.93,Evening Peak,Weekday,Clear,Very High,Main Road,12.8,37.6,10.88,43.73161764705882,West,North,West Delhi
TRIP_03712,Pitampura,Okhla,23.54,Evening Peak,Weekend,Clear,Medium,Highway,59.6,23.9,50.66,27.87998420844848,North,Other,Other
TRIP_03713,Pitampura,Rohini,8.97,Night,Weekday,Fog,Low,Highway,40.6,15.2,34.51,15.595479571138801,North,North,Other
TRIP_03714,Rohini,Civil Lines,18.15,Morning Peak,Weekday,Heatwave,High,Main Road,24.4,44.5,20.74,52.50723240115718,North,Other,North Delhi
TRIP_03715,Connaught Place,AIIMS,7.18,Evening Peak,Weekend,Heatwave,High,Inner Road,7.7,54.9,6.545,65.82123758594346,Central,Other,Central Delhi
TRIP_03716,Pitampura,Kalkaji,22.07,Night,Weekday,Clear,Low,Inner Road,41.4,36.0,35.19,37.630008525149194,North,South,Other
TRIP_03717,Karol Bagh,IGI Airport,13.83,Afternoon,Weekday,Clear,Low,Main Road,44.5,19.4,37.824999999999996,21.937871777924656,Central,Other,Central Delhi
TRIP_03718,Model Town,Noida Sector 18,20.73,Morning Peak,Weekday,Clear,High,Highway,34.7,37.7,29.495,42.16985929818613,North,Other,North Delhi
TRIP_03719,Model Town,Karol Bagh,7.02,Afternoon,Weekday,Fog,Low,Main Road,25.7,16.4,21.845,19.2813000686656,North,Central,North Delhi
TRIP_03720,Janakpuri,AIIMS,13.39,Morning Peak,Weekday,Clear,Very High,Highway,18.4,44.4,15.639999999999999,51.36828644501279,West,Other,West Delhi
TRIP_03721,Nehru Place,Saket,5.32,Afternoon,Weekday,Clear,Low,Inner Road,21.7,14.6,18.445,17.305502846299813,Other,South,Other
TRIP_03722,IGI Airport,Shahdara,22.57,Morning Peak,Weekend,Fog,Low,Highway,40.9,37.8,34.765,38.95296994103264,Other,Other,Other
TRIP_03723,IGI Airport,Okhla,16.94,Morning Peak,Weekend,Rain,Medium,Main Road,27.1,38.0,23.035,44.12415888864771,Other,Other,Other
TRIP_03724,Janakpuri,Greater Kailash,16.54,Afternoon,Weekday,Heatwave,High,Highway,29.6,33.6,25.16,39.44356120826709,West,South,West Delhi
TRIP_03725,Hauz Khas,Vasant Kunj,5.36,Night,Weekday,Clear,Low,Inner Road,39.6,8.3,33.660000000000004,9.554367201426025,Other,South,Other
TRIP_03726,Vasant Kunj,Dwarka,13.52,Night,Weekday,Fog,Low,Main Road,33.6,23.9,28.56,28.403361344537814,South,West,South Delhi
TRIP_03727,Dwarka,Vasant Kunj,13.52,Afternoon,Weekday,Heatwave,Medium,Inner Road,22.1,37.7,18.785,43.1833910034602,West,South,West Delhi
TRIP_03728,Lajpat Nagar,Nehru Place,2.8,Evening Peak,Weekday,Fog,High,Highway,21.0,7.8,17.849999999999998,9.411764705882353,Other,Other,Other
TRIP_03729,Hauz Khas,IGI Airport,9.81,Afternoon,Weekend,Fog,Low,Inner Road,16.0,39.0,13.6,43.27941176470589,Other,Other,Other
TRIP_03730,Connaught Place,Shahdara,8.44,Afternoon,Weekday,Clear,Medium,Highway,57.3,8.7,48.705,10.397289805974745,Central,Other,Central Delhi
TRIP_03731,Noida Sector 18,Vasant Kunj,17.44,Evening Peak,Weekday,Fog,Very High,Main Road,8.2,131.8,6.969999999999999,150.12912482066002,Other,South,Other
TRIP_03732,IGI Airport,Greater Kailash,13.13,Afternoon,Weekday,Rain,Very High,Main Road,7.6,122.2,6.46,121.95046439628483,Other,South,Other
TRIP_03733,AIIMS,Lajpat Nagar,2.68,Afternoon,Weekday,Rain,Low,Inner Road,12.2,13.2,10.37,15.506268081002894,Other,Other,Other
TRIP_03734,Nehru Place,Rajouri Garden,16.77,Night,Weekday,Clear,Low,Highway,66.0,17.1,56.1,17.935828877005346,Other,West,Other
TRIP_03735,Karol Bagh,Okhla,15.59,Morning Peak,Weekend,Clear,Medium,Highway,49.4,18.8,41.989999999999995,22.27673255537033,Central,Other,Central Delhi
TRIP_03736,Saket,Punjabi Bagh,17.62,Evening Peak,Weekend,Fog,Low,Main Road,25.1,43.4,21.335,49.55237872041247,South,West,South Delhi
TRIP_03737,Chandni Chowk,Kalkaji,12.95,Evening Peak,Weekday,Clear,Very High,Main Road,9.2,87.9,7.819999999999999,99.3606138107417,Central,South,Central Delhi
TRIP_03738,Pitampura,Civil Lines,9.41,Night,Weekday,Clear,Medium,Main Road,33.4,16.6,28.389999999999997,19.887284255019374,North,Other,Other
TRIP_03739,Noida Sector 18,Civil Lines,15.73,Night,Weekend,Rain,Low,Inner Road,10.8,85.1,9.18,102.81045751633988,Other,Other,Other
TRIP_03740,Dwarka,Rohini,17.53,Evening Peak,Weekday,Fog,High,Main Road,10.0,109.3,8.5,123.74117647058824,West,North,West Delhi
TRIP_03741,Greater Kailash,Punjabi Bagh,16.84,Evening Peak,Weekday,Clear,Very High,Highway,20.7,47.9,17.595,57.42540494458653,South,West,South Delhi
TRIP_03742,Janakpuri,Kalkaji,18.68,Morning Peak,Weekday,Clear,High,Highway,38.8,29.1,32.98,33.9842328684051,West,South,West Delhi
TRIP_03743,Noida Sector 18,Okhla,6.92,Afternoon,Weekend,Clear,Low,Main Road,40.9,10.6,34.765,11.943046167122105,Other,Other,Other
TRIP_03744,Pitampura,AIIMS,17.0,Afternoon,Weekend,Heatwave,Medium,Main Road,37.5,26.9,31.875,32.0,North,Other,Other
TRIP_03745,Model Town,Vasant Kunj,22.01,Morning Peak,Weekday,Clear,High,Highway,40.9,34.1,34.765,37.98648065583202,North,South,North Delhi
TRIP_03746,Dwarka,Shahdara,25.37,Evening Peak,Weekday,Clear,High,Highway,31.4,51.3,26.689999999999998,57.032596478081686,West,Other,West Delhi
TRIP_03747,IGI Airport,Pitampura,16.75,Night,Weekend,Clear,Medium,Main Road,38.4,29.2,32.64,30.790441176470587,Other,North,Other
TRIP_03748,Hauz Khas,Vasant Kunj,5.36,Morning Peak,Weekday,Fog,High,Main Road,10.8,29.5,9.18,35.032679738562095,Other,South,Other
TRIP_03749,Rohini,Dwarka,17.53,Evening Peak,Weekday,Clear,Very High,Highway,16.5,66.1,14.025,74.99465240641712,North,West,North Delhi
TRIP_03750,AIIMS,Noida Sector 18,11.33,Evening Peak,Weekday,Clear,High,Main Road,24.1,29.1,20.485,33.185257505491826,Other,Other,Other
TRIP_03751,Chandni Chowk,Greater Kailash,11.55,Morning Peak,Weekday,Clear,High,Main Road,25.1,27.2,21.335,32.48183735645652,Central,South,Central Delhi
TRIP_03752,Nehru Place,Greater Kailash,1.9,Evening Peak,Weekday,Clear,High,Main Road,22.7,5.3,19.294999999999998,5.908266390256543,Other,South,Other
TRIP_03753,Vasant Kunj,Pitampura,20.67,Evening Peak,Weekend,Clear,Low,Main Road,38.6,32.1,32.81,37.799451386772326,South,North,South Delhi
TRIP_03754,Model Town,Greater Kailash,19.14,Morning Peak,Weekday,Rain,Very High,Main Road,9.6,116.8,8.16,140.73529411764707,North,South,North Delhi
TRIP_03755,Rajouri Garden,Noida Sector 18,21.63,Evening Peak,Weekday,Heatwave,Very High,Highway,16.6,85.7,14.110000000000001,91.97732104890147,West,Other,Other
TRIP_03756,Chandni Chowk,Hauz Khas,11.65,Evening Peak,Weekend,Clear,Medium,Main Road,33.1,21.5,28.135,24.844499733428115,Central,Other,Central Delhi
TRIP_03757,Model Town,Karol Bagh,7.02,Morning Peak,Weekday,Clear,High,Main Road,20.7,20.0,17.595,23.9386189258312,North,Central,North Delhi
TRIP_03758,Noida Sector 18,Rohini,33.01,Night,Weekday,Heatwave,Low,Highway,87.1,24.2,74.035,26.752211791720132,Other,North,Other
TRIP_03759,Preet Vihar,Lajpat Nagar,9.58,Night,Weekday,Clear,Low,Inner Road,37.6,15.7,31.96,17.984981226533165,Other,Other,Other
TRIP_03760,Karol Bagh,Greater Kailash,12.43,Evening Peak,Weekday,Rain,Very High,Highway,11.2,65.4,9.52,78.34033613445378,Central,South,Central Delhi
TRIP_03761,Hauz Khas,Chandni Chowk,11.65,Evening Peak,Weekend,Clear,Medium,Main Road,37.1,19.0,31.535,22.1658474710639,Other,Central,Other
TRIP_03762,Civil Lines,Hauz Khas,14.76,Afternoon,Weekday,Heatwave,Medium,Highway,50.8,18.3,43.18,20.509495136637334,Other,Other,Other
TRIP_03763,Okhla,Rajouri Garden,19.41,Morning Peak,Weekend,Fog,Medium,Main Road,21.0,58.1,17.849999999999998,65.2436974789916,Other,West,Other
TRIP_03764,AIIMS,Shahdara,14.08,Evening Peak,Weekday,Heatwave,High,Main Road,27.6,29.7,23.46,36.01023017902813,Other,Other,Other
TRIP_03765,Preet Vihar,Punjabi Bagh,16.03,Morning Peak,Weekday,Clear,Very High,Main Road,10.3,96.6,8.755,109.85722444317533,Other,West,Other
TRIP_03766,Okhla,Janakpuri,20.56,Evening Peak,Weekday,Clear,Very High,Highway,14.9,81.3,12.665,97.40228977497038,Other,West,Other
TRIP_03767,Chandni Chowk,Dwarka,19.18,Morning Peak,Weekday,Clear,Medium,Highway,59.9,19.8,50.915,22.60237650986939,Central,West,Central Delhi
TRIP_03768,Chandni Chowk,Shahdara,6.2,Morning Peak,Weekend,Clear,Medium,Main Road,27.8,14.6,23.63,15.742699957680914,Central,Other,Central Delhi
TRIP_03769,AIIMS,Nehru Place,4.68,Morning Peak,Weekday,Clear,Very High,Inner Road,8.2,34.7,6.969999999999999,40.28694404591105,Other,Other,Other
TRIP_03770,Mayur Vihar,Kalkaji,9.67,Afternoon,Weekday,Fog,High,Highway,21.4,26.5,18.189999999999998,31.896646509070923,Other,South,Other
TRIP_03771,Chandni Chowk,Lajpat Nagar,8.98,Morning Peak,Weekday,Clear,High,Main Road,19.5,27.2,16.575,32.50678733031675,Central,Other,Central Delhi
TRIP_03772,Punjabi Bagh,Shahdara,15.41,Evening Peak,Weekday,Clear,Low,Inner Road,25.5,35.3,21.675,42.65743944636678,West,Other,West Delhi
TRIP_03773,Chandni Chowk,Noida Sector 18,12.9,Afternoon,Weekday,Fog,Medium,Main Road,18.5,44.1,15.725,49.22098569157393,Central,Other,Central Delhi
TRIP_03774,Rajouri Garden,Kalkaji,17.69,Evening Peak,Weekend,Clear,Medium,Highway,46.2,23.3,39.27,27.02826585179526,West,South,Other
TRIP_03775,Preet Vihar,Model Town,12.75,Morning Peak,Weekday,Fog,High,Highway,21.4,35.5,18.189999999999998,42.056074766355145,Other,North,Other
TRIP_03776,Punjabi Bagh,Rajouri Garden,2.52,Evening Peak,Weekday,Fog,Medium,Main Road,22.5,7.1,19.125,7.905882352941177,West,West,West Delhi
TRIP_03777,Punjabi Bagh,Noida Sector 18,21.94,Morning Peak,Weekday,Heatwave,Very High,Main Road,13.4,103.4,11.39,115.57506584723441,West,Other,West Delhi
TRIP_03778,Pitampura,Greater Kailash,20.1,Morning Peak,Weekend,Clear,Low,Highway,85.6,16.3,72.75999999999999,16.575041231445855,North,South,Other
TRIP_03779,Nehru Place,Noida Sector 18,7.47,Afternoon,Weekday,Rain,Low,Highway,44.3,10.1,37.654999999999994,11.902801752755279,Other,Other,Other
TRIP_03780,Janakpuri,Dwarka,5.26,Evening Peak,Weekday,Clear,Very High,Inner Road,7.8,41.1,6.63,47.601809954751126,West,West,West Delhi
TRIP_03781,Saket,AIIMS,4.77,Afternoon,Weekday,Heatwave,High,Inner Road,9.9,29.0,8.415000000000001,34.01069518716577,South,Other,South Delhi
TRIP_03782,Nehru Place,Connaught Place,9.83,Afternoon,Weekday,Heatwave,Medium,Main Road,38.1,16.2,32.385,18.21213524779991,Other,Central,Other
TRIP_03783,Chandni Chowk,Pitampura,11.29,Afternoon,Weekend,Clear,High,Highway,31.9,20.7,27.115,24.982482021021575,Central,North,Central Delhi
TRIP_03784,Connaught Place,Punjabi Bagh,9.3,Morning Peak,Weekend,Clear,Low,Main Road,43.0,13.2,36.55,15.266757865937073,Central,West,Central Delhi
TRIP_03785,Karol Bagh,Okhla,15.59,Evening Peak,Weekday,Heatwave,Medium,Main Road,37.0,24.8,31.45,29.742448330683626,Central,Other,Central Delhi
TRIP_03786,Nehru Place,Janakpuri,18.07,Afternoon,Weekday,Rain,Medium,Highway,44.3,24.3,37.654999999999994,28.79298897888727,Other,West,Other
TRIP_03787,IGI Airport,Preet Vihar,21.04,Morning Peak,Weekday,Heatwave,High,Highway,38.3,33.9,32.555,38.777453540162796,Other,Other,Other
TRIP_03788,Kalkaji,AIIMS,5.39,Morning Peak,Weekday,Heatwave,High,Main Road,24.8,13.5,21.08,15.3415559772296,South,Other,South Delhi
TRIP_03789,Connaught Place,Chandni Chowk,2.54,Night,Weekend,Clear,High,Main Road,25.8,5.8,21.93,6.949384404924761,Central,Central,Central Delhi
TRIP_03790,Shahdara,Mayur Vihar,6.61,Afternoon,Weekday,Rain,Low,Inner Road,11.0,37.4,9.35,42.417112299465245,Other,Other,Other
TRIP_03791,Dwarka,Civil Lines,20.04,Evening Peak,Weekend,Clear,Very High,Highway,23.3,50.9,19.805,60.711941428932086,West,Other,West Delhi
TRIP_03792,Model Town,Vasant Kunj,22.01,Morning Peak,Weekday,Clear,High,Highway,41.2,35.8,35.02,37.709880068532264,North,South,North Delhi
TRIP_03793,Lajpat Nagar,Connaught Place,7.13,Evening Peak,Weekday,Clear,Low,Main Road,46.2,9.5,39.27,10.893812070282658,Other,Central,Other
TRIP_03794,Noida Sector 18,Janakpuri,23.96,Morning Peak,Weekday,Clear,Medium,Main Road,40.3,35.1,34.254999999999995,41.96759597139105,Other,West,Other
TRIP_03795,Okhla,Nehru Place,2.67,Evening Peak,Weekday,Clear,High,Main Road,24.7,6.5,20.994999999999997,7.630388187663731,Other,Other,Other
TRIP_03796,Nehru Place,Okhla,2.67,Afternoon,Weekend,Clear,Medium,Inner Road,11.5,13.8,9.775,16.38874680306905,Other,Other,Other
TRIP_03797,Chandni Chowk,Okhla,13.88,Night,Weekend,Clear,Low,Highway,80.6,10.9,68.50999999999999,12.15588965114582,Central,Other,Central Delhi
TRIP_03798,Connaught Place,IGI Airport,14.14,Morning Peak,Weekday,Clear,High,Main Road,20.5,41.7,17.425,48.68866571018651,Central,Other,Central Delhi
TRIP_03799,Chandni Chowk,Greater Kailash,11.55,Afternoon,Weekday,Rain,Medium,Highway,38.7,21.2,32.895,21.06703146374829,Central,South,Central Delhi
TRIP_03800,Hauz Khas,Chandni Chowk,11.65,Afternoon,Weekend,Clear,Medium,Highway,62.2,11.5,52.870000000000005,13.221108379042935,Other,Central,Other
TRIP_03801,Punjabi Bagh,Shahdara,15.41,Afternoon,Weekday,Clear,High,Highway,41.1,23.4,34.935,26.466294547015885,West,Other,West Delhi
TRIP_03802,Nehru Place,Greater Kailash,1.9,Evening Peak,Weekday,Clear,Medium,Inner Road,21.0,5.6,17.849999999999998,6.38655462184874,Other,South,Other
TRIP_03803,Hauz Khas,Karol Bagh,11.44,Night,Weekday,Clear,Medium,Main Road,41.6,16.3,35.36,19.411764705882355,Other,Central,Other
TRIP_03804,Pitampura,Dwarka,15.04,Morning Peak,Weekday,Clear,Very High,Main Road,10.8,83.5,9.18,98.30065359477125,North,West,Other
TRIP_03805,Punjabi Bagh,Greater Kailash,16.84,Afternoon,Weekday,Heatwave,Medium,Main Road,30.4,34.3,25.84,39.10216718266254,West,South,West Delhi
TRIP_03806,Noida Sector 18,Nehru Place,7.47,Evening Peak,Weekday,Fog,High,Main Road,16.9,27.8,14.364999999999998,31.200835363731297,Other,Other,Other
TRIP_03807,Connaught Place,IGI Airport,14.14,Afternoon,Weekend,Clear,Medium,Highway,54.9,17.6,46.665,18.18064930890389,Central,Other,Central Delhi
TRIP_03808,Lajpat Nagar,Hauz Khas,4.29,Afternoon,Weekday,Rain,Low,Highway,60.3,4.3,51.254999999999995,5.021949078138719,Other,Other,Other
TRIP_03809,Punjabi Bagh,Chandni Chowk,9.93,Evening Peak,Weekday,Fog,High,Main Road,10.9,57.5,9.265,64.30652995143011,West,Central,West Delhi
TRIP_03810,Shahdara,Civil Lines,6.29,Afternoon,Weekday,Fog,Medium,Inner Road,8.9,44.9,7.565,49.887640449438194,Other,Other,Other
TRIP_03811,Janakpuri,AIIMS,13.39,Afternoon,Weekend,Clear,Low,Main Road,54.2,15.1,46.07,17.438680269155633,West,Other,West Delhi
TRIP_03812,Karol Bagh,AIIMS,9.61,Morning Peak,Weekday,Heatwave,High,Inner Road,10.9,55.6,9.265,62.234214786832155,Central,Other,Central Delhi
TRIP_03813,Greater Kailash,Karol Bagh,12.43,Evening Peak,Weekend,Clear,High,Main Road,22.9,34.3,19.465,38.314924222964294,South,Central,South Delhi
TRIP_03814,Greater Kailash,Vasant Kunj,8.11,Morning Peak,Weekday,Clear,Very High,Main Road,12.2,38.8,10.37,46.923818707810995,South,South,South Delhi
TRIP_03815,Okhla,Connaught Place,12.39,Afternoon,Weekend,Clear,High,Main Road,29.3,25.9,24.905,29.849427825737802,Other,Central,Other
TRIP_03816,Janakpuri,Connaught Place,12.63,Morning Peak,Weekday,Clear,Medium,Highway,66.1,11.8,56.184999999999995,13.487585654534131,West,Central,West Delhi
TRIP_03817,Model Town,Vasant Kunj,22.01,Morning Peak,Weekend,Clear,High,Highway,33.2,41.8,28.220000000000002,46.796598157335225,North,South,North Delhi
TRIP_03818,Kalkaji,Civil Lines,16.3,Evening Peak,Weekday,Clear,Medium,Main Road,44.9,22.4,38.165,25.625573169134025,South,Other,South Delhi
TRIP_03819,AIIMS,IGI Airport,10.81,Morning Peak,Weekday,Clear,High,Highway,42.7,14.9,36.295,17.870230059236807,Other,Other,Other
TRIP_03820,Noida Sector 18,Shahdara,12.02,Night,Weekday,Clear,High,Inner Road,19.8,35.6,16.830000000000002,42.85204991087343,Other,Other,Other
TRIP_03821,Kalkaji,Janakpuri,18.68,Morning Peak,Weekday,Fog,Very High,Highway,10.2,119.1,8.67,129.2733564013841,South,West,South Delhi
TRIP_03822,Janakpuri,Karol Bagh,10.56,Morning Peak,Weekday,Heatwave,Very High,Highway,18.4,34.8,15.639999999999999,40.511508951406654,West,Central,West Delhi
TRIP_03823,Okhla,Vasant Kunj,11.21,Evening Peak,Weekday,Clear,High,Highway,30.2,22.0,25.669999999999998,26.20179197506818,Other,South,Other
TRIP_03824,Karol Bagh,Model Town,7.02,Evening Peak,Weekday,Heatwave,High,Highway,40.3,11.1,34.254999999999995,12.296015180265655,Central,North,Central Delhi
TRIP_03825,Janakpuri,AIIMS,13.39,Afternoon,Weekday,Fog,Low,Inner Road,19.0,41.6,16.15,49.746130030959755,West,Other,West Delhi
TRIP_03826,Civil Lines,Okhla,17.22,Night,Weekday,Fog,Medium,Main Road,17.4,57.9,14.79,69.8580121703854,Other,Other,Other
TRIP_03827,Chandni Chowk,Civil Lines,3.35,Afternoon,Weekday,Clear,High,Inner Road,9.8,21.6,8.33,24.129651860744296,Central,Other,Central Delhi
TRIP_03828,Shahdara,AIIMS,14.08,Evening Peak,Weekday,Rain,Medium,Inner Road,8.6,100.0,7.31,115.56771545827634,Other,Other,Other
TRIP_03829,Mayur Vihar,Civil Lines,10.05,Evening Peak,Weekend,Clear,High,Main Road,21.8,28.0,18.53,32.54182406907717,Other,Other,Other
TRIP_03830,AIIMS,Vasant Kunj,7.41,Morning Peak,Weekday,Fog,High,Main Road,14.5,34.5,12.325,36.073022312373226,Other,South,Other
TRIP_03831,Saket,Greater Kailash,3.66,Afternoon,Weekday,Fog,High,Inner Road,7.9,27.0,6.715,32.70290394638869,South,South,South Delhi
TRIP_03832,Rajouri Garden,Kalkaji,17.69,Afternoon,Weekday,Clear,High,Highway,40.1,25.8,34.085,31.139797564911255,West,South,Other
TRIP_03833,Mayur Vihar,Dwarka,24.43,Evening Peak,Weekday,Rain,Very High,Main Road,8.6,169.1,7.31,200.5198358413133,Other,West,Other
TRIP_03834,Nehru Place,Chandni Chowk,11.5,Afternoon,Weekend,Clear,Medium,Highway,47.0,15.5,39.949999999999996,17.271589486858577,Other,Central,Other
TRIP_03835,Rajouri Garden,Model Town,10.2,Morning Peak,Weekday,Clear,Medium,Highway,68.3,8.9,58.05499999999999,10.54172767203514,West,North,Other
TRIP_03836,Nehru Place,Rohini,29.42,Evening Peak,Weekday,Clear,High,Inner Road,7.9,258.6,6.715,262.8741623231572,Other,North,Other
TRIP_03837,Kalkaji,Vasant Kunj,9.44,Night,Weekend,Clear,Low,Inner Road,33.0,18.0,28.05,20.192513368983953,South,South,South Delhi
TRIP_03838,Janakpuri,Preet Vihar,20.09,Morning Peak,Weekday,Heatwave,High,Main Road,20.9,58.6,17.764999999999997,67.85251899802985,West,Other,West Delhi
TRIP_03839,Saket,Hauz Khas,2.85,Evening Peak,Weekday,Clear,High,Main Road,27.3,6.9,23.205,7.369101486748546,South,Other,South Delhi
TRIP_03840,IGI Airport,Saket,11.0,Evening Peak,Weekday,Heatwave,Very High,Main Road,11.2,60.0,9.52,69.32773109243698,Other,South,Other
TRIP_03841,Shahdara,Pitampura,15.65,Morning Peak,Weekday,Heatwave,Very High,Main Road,11.1,86.4,9.434999999999999,99.52305246422894,Other,North,Other
TRIP_03842,Greater Kailash,Vasant Kunj,8.11,Morning Peak,Weekday,Heatwave,Very High,Main Road,11.7,46.8,9.944999999999999,48.9291101055807,South,South,South Delhi
TRIP_03843,Vasant Kunj,Punjabi Bagh,16.74,Morning Peak,Weekday,Fog,Very High,Main Road,7.7,137.8,6.545,153.46065699006874,South,West,South Delhi
TRIP_03844,Preet Vihar,IGI Airport,21.04,Night,Weekday,Clear,Low,Highway,71.2,18.6,60.52,20.859220092531395,Other,Other,Other
TRIP_03845,Nehru Place,Civil Lines,14.85,Evening Peak,Weekday,Clear,High,Highway,44.4,19.7,37.739999999999995,23.60890302066773,Other,Other,Other
TRIP_03846,Saket,Hauz Khas,2.85,Morning Peak,Weekday,Rain,Very High,Inner Road,4.9,36.7,4.165,41.05642256902761,South,Other,South Delhi
TRIP_03847,Lajpat Nagar,Greater Kailash,2.6,Evening Peak,Weekday,Clear,Very High,Inner Road,8.0,19.2,6.8,22.941176470588236,Other,South,Other
TRIP_03848,Shahdara,Nehru Place,14.22,Morning Peak,Weekday,Clear,Very High,Main Road,9.6,90.5,8.16,104.55882352941177,Other,Other,Other
TRIP_03849,IGI Airport,Chandni Chowk,16.54,Afternoon,Weekend,Clear,Low,Highway,67.9,15.4,57.715,17.194836697565623,Other,Central,Other
TRIP_03850,Kalkaji,Preet Vihar,12.39,Morning Peak,Weekday,Clear,Medium,Main Road,27.3,27.4,23.205,32.03619909502263,South,Other,South Delhi
